user_id,true_sigma,true_rho,true_expected_mssd,empirical_mssd,rho_hat,sigma_hat,n_ema_answered,n_ema_total,send_prompt_count
77454900-2cda-458b-aab4-3d3720cabdee,1.2912794018386022,0.1818606461730749,2.728335197387328,2.3333333333333335,0.1832657464935451,1.1827995512026217,29,35,1
77a7fb72-4458-496b-a5ef-de1f3829bc96,0.8266541277024627,0.7010185439379678,0.4086221697534434,0.2857142857142857,0.4374999999999999,0.4923659639173309,12,35,1
7d69b841-c716-47be-8cc9-7372c5e72bf3,0.6300548933171409,0.3988650462554596,0.4772640856001717,1.0434782608695652,0.10979228486646879,0.7637626158259733,25,35,1
7fbd6a59-07d9-47ae-a13b-a047a21bd5c0,0.9518137734267824,0.4215497800588665,1.048093327957838,0.8666666666666667,0.15780776645552197,0.7516216235148275,22,35,1
82935ced-9be6-4b76-a524-94d317c77e24,0.3910222316980359,0.3452245444160045,0.2002282202861253,0.2,2.0816681711721688e-16,0.4216370213557839,10,35,1
8374ff74-3355-43fe-ab27-09c15da90de0,0.5539539875574355,0.7384261234325162,0.1605357459017655,0.16666666666666666,0.6999012833168805,0.4908435793150795,32,35,1
87d91b95-2ff2-4b26-9dd1-0b6158f3de52,1.0587301863234793,0.1825338898717485,1.8326112331865425,1.0555555555555556,0.44504676870748294,0.9678630550241248,23,35,1
8b3d92ff-d23a-4048-ac43-74a5abfa667c,1.1626927845212411,0.3317890338056967,1.8066480181364335,1.40625,0.2736603413295142,1.0132807942097979,34,35,1
9054877e-935e-4ce8-a7c6-a4280e112049,0.3645852225626672,0.254251910940828,0.1982532284846372,0.6153846153846154,-0.23878923766816137,0.5072996561958923,17,35,0
94454d62-5d37-44ed-930a-99c65de8b22b,0.3484801834723885,0.1859506828816551,0.1977137554960258,0.16666666666666666,0.0,0.3651483716701107,16,35,1
95733ffc-3d2b-4491-9f66-5ed59049b019,0.9322224429833348,0.7054731611508764,0.511910432402072,0.53125,0.4960554625866603,0.7599605956573483,34,35,1
9bda548b-369e-402c-9435-089a7696dc12,1.2044025805435294,0.4256263767606384,1.6663561862346272,1.0740740740740742,0.6692677335449454,1.333602123444588,31,35,1
9f87f549-c760-4b2c-b979-caf8aaad2c8b,0.7313052400098877,0.649363788378984,0.3750456491534668,0.4782608695652174,0.5092695775504001,0.722832465019919,28,35,1
a26efc1e-2bc9-4639-98c7-9e24b70bd9ad,0.8187734931970366,0.4636373870769473,0.7191442997287679,1.0,0.25631838868984214,0.8075999888159261,32,35,1
a5704e8e-78bd-4741-b30c-958e8bb2e9ee,1.180667523894526,0.4838072483526969,1.439120409906831,0.8518518518518519,0.4739276216903689,1.0661996103898193,30,35,1
a7629e71-eee5-4307-8419-695e7ca91da8,0.3535258316114942,0.540365260888824,0.1148907715402921,0.2857142857142857,0.30021598272138217,0.46088859896247675,18,35,1
aaf02c8d-5c9e-472c-b495-0980d62cc6dd,1.0456221665357022,0.5949585070336354,0.8856845599264094,1.1333333333333333,0.4752554278416349,1.065130472748108,19,35,1
aeb33379-dfdb-4806-b193-01d47deb09f9,0.9248651402183036,0.5734828976243086,0.7296645829424024,0.6666666666666666,0.3995037220843673,0.7516216235148274,22,35,1
af446d02-b4d7-4cca-94fa-6f861bc34b35,1.3523065375639811,0.7700247116026971,0.8411267850623465,0.625,0.5030052592036064,0.8047478161629564,21,35,0
b16686ff-ef72-4ad6-bfdd-27b188284b50,1.014928188035208,0.4596603815378071,1.1131852328638363,0.9523809523809523,0.26910299003322247,0.816496580927726,25,35,1
b1dd2886-1a02-4623-a2b2-70f2f52fa76d,0.9614063469603782,0.2707217378674068,1.3481469516591862,1.0,0.28208512042230305,0.8574929257125442,17,35,0
b212dbf3-6056-4264-99ed-45e429f98456,1.3447747340596097,0.252853329189836,2.702308598120182,2.21875,-0.0018325617283950994,1.0427578954486505,34,35,1
b38cbf00-1bca-431f-949f-5e447823122f,0.3221025561916852,0.1256435965635826,0.181429052874197,0.43333333333333335,0.13333333333333333,0.508000508000762,32,35,1
b73c0570-8c31-482f-abeb-834694404474,1.131381757349192,0.1510543433604977,2.173342786419247,2.409090909090909,-0.0727620871230254,1.0500305245868342,27,35,1
bf5ba3f2-5fc0-4774-8c76-6d1c6842299c,1.3923011679264834,0.673520443116723,1.2657629019952945,0.64,0.7205954523147391,1.0959280090672932,28,35,1
c1e84c8b-fe2c-4a4d-88a2-233660ef3ec5,0.978109958141386,0.4583411717844363,1.0364090163218778,1.1071428571428572,0.10611967081244975,0.7910792954014807,31,35,1
c334bc51-1909-4cfb-8ea4-00bfdb92c2d3,1.4968359046869553,0.1012928633687041,4.02713853941941,2.9047619047619047,-0.09030654515327259,1.2128538629008951,24,35,1
c6405c26-8e5d-4a13-96ec-dc49dba60825,1.197327964818215,0.6464881690365807,1.013585060124746,0.6774193548387096,0.6913821501353956,1.0931952056132324,33,35,1
c7a66818-fc58-40fe-921b-53998085d431,1.3179915294637028,0.571465590389666,1.4888156786627964,1.2222222222222223,0.1351981351981352,0.9023778112773574,21,35,1
cd563939-2e30-4e66-a2a7-292d8a8f2fa3,1.1182765290410552,0.4629687026518188,1.3431608099855428,1.619047619047619,0.4286489419424852,1.1766968108291043,26,35,1
d04c7da8-53f6-459e-8656-e3804e309658,0.3936406056500592,0.3141590586080123,0.2125461218499338,0.3157894736842105,0.20966135458167326,0.41702882811414954,23,35,1
d2dc02a2-cfdb-4817-b19b-e93d4de11871,0.6685660329464881,0.2784346440900505,0.6450513454512445,1.2,0.017985611510791467,0.8254203058555569,14,35,1
d4259ff3-1d6c-4cd6-bec9-5ddf00114a59,0.3080101472140911,0.2620137788988014,0.1400258757462151,0.36,-0.046153846153846156,0.44095855184409843,28,35,1
d4f4c1f9-87ca-4341-86b3-169ba73961fd,1.3215971007204352,0.1505396518297561,2.9673669921086137,1.0,0.2582669153807021,0.854016820293798,27,35,1
d5e8683c-2fe3-485d-beb0-d9ea78790ddf,0.6368987993001635,0.7305270528195786,0.2186180560006186,0.6785714285714286,0.083424308588064,0.6375355777548621,31,35,0
d60395ea-9bd1-4658-a835-ecb573c19dc5,1.43010972889878,0.146289483196871,3.4920411229886694,1.6896551724137931,0.29708141321044546,1.1760376338064324,32,35,1
d9b10fbb-0154-4e99-bf5e-078c540936d1,0.4705909405538728,0.4033689580040345,0.2642548491931706,0.46153846153846156,0.05662020905923353,0.5129891760425771,19,35,1
da35f605-ed21-4ca3-9456-5f91c0f1a164,1.0244508857584187,0.4809183426634801,1.0895520014766542,0.8214285714285714,0.5278144446539694,0.9064064103067461,32,35,1
dc52925a-3b8b-4ebc-a06e-8f79ed45b115,1.3004032015002989,0.4835331221289575,1.746741064273725,0.7368421052631579,0.8028529626920264,1.2414207752110247,22,35,0
deabd51a-fde7-4bb9-b533-1ac09d7a7437,0.4810427398677057,0.2013339305161627,0.3696260394347989,0.8125,0.16196057538625466,0.7269175268963397,33,35,1
e0f00ceb-9dfc-41da-aaa6-97418cf424ad,1.3981623645474028,0.4626815641906747,2.1007624830390936,0.8333333333333334,0.5453949094725793,1.1485157025867427,27,35,1
e22666a5-ac4f-4cc6-a65b-d7998b1a4e3f,0.8732262831862369,0.4519161673434726,0.835854308094307,1.2258064516129032,0.22468814571056864,0.8833476270999036,33,35,1
e3ea602e-aab1-4805-9f3d-ac7de465f17a,1.325745538711797,0.2523804795351576,2.628033982587128,1.3529411764705883,0.33533909991224775,1.0075472768815938,22,35,0
e5acabf4-660f-45de-9967-73c23f2109cd,0.8619743618610821,0.6888635688263148,0.4623486125842815,0.6774193548387096,0.5162303664921467,0.8692996135866035,33,35,1
e9f76da2-c648-4a06-b994-e305991ca8e0,1.3096906146956977,0.625053252951106,1.2862844412100805,0.782608695652174,0.5248194945848376,1.0500305245868344,27,35,1
eba34abf-5ff3-4573-9cd5-563424a89070,0.8923799699464611,0.3731132432429618,0.9984325207914944,0.7333333333333333,0.4556213017751479,0.812727700887249,20,35,1
ef1e6564-23cf-4eff-8c4d-d7bd6cea7813,1.39596895986916,0.2583123829775394,2.8906968362412164,2.142857142857143,0.1853898834554848,1.142692927446732,30,35,1
f82a6169-8ffc-4532-8320-551e5acbc117,1.22632274183072,0.5698001724503954,1.2939270500346185,1.7333333333333334,0.3326501332240214,1.1530591721787111,33,35,1
fbd7921b-a992-4bb5-be4d-920cf2643c33,0.4523259626400908,0.459789525068192,0.2210528044236021,0.21739130434782608,-0.12903225806451618,0.3563483225498991,28,35,1
fde3e05f-a436-42dc-a3d7-5b49edd8b63b,1.4826279674111102,0.5776798190277476,1.8566763566113331,1.48,0.1761442441054091,0.9855274566525744,30,35,1
